uniprot_id,entry_id,gene,protein_name,length,subcellular_location,ensembl_ids,n_binding_sites,binding_sites,keywords,disease,n_transmem
Q96RP8,KCNA7_HUMAN,KCNA7,Potassium voltage-gated channel subfamily A member 7,456,Membrane;,ENST00000221444.2,0,,Glycoprotein;Ion channel;Ion transport;Lipoprotein;Membrane;Palmitate;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel,,6
Q9BRB3,PIGQ_HUMAN,PIGQ,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q,760,Membrane;,ENST00000026218.9;ENST00000321878.10;ENST00000409527.6;ENST00000470411.2;ENST00000854221.1;ENST00000854228.1;ENST00000968576.1;ENST00000968577.1;ENST00000968578.1,0,,Alternative splicing;Direct protein sequencing;Disease variant;Epilepsy;GPI-anchor biosynthesis;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,Multiple congenital anomalies-hypotonia-seizures syndrome 4;,5
Q9BUH8,BEGIN_HUMAN,BEGAIN,Brain-enriched guanylate kinase-associated protein,593,Cytoplasm; Membrane;,ENST00000355173.7;ENST00000553553.6;ENST00000556188.6;ENST00000557378.6,0,,Acetylation;Cytoplasm;Membrane;Methylation;Phosphoprotein;Proteomics identification;Reference proteome,,0
Q9BX74,TM2D1_HUMAN,TM2D1,TM2 domain-containing protein 1,207,Membrane;,ENST00000371180.7;ENST00000606498.5;ENST00000855758.1;ENST00000922031.1;ENST00000964150.1,0,,Apoptosis;Direct protein sequencing;Glycoprotein;Membrane;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix,,2
Q9BZL3,SMIM3_HUMAN,SMIM3,Small integral membrane protein 3,60,Membrane;,ENST00000526627.2;ENST00000648745.1;ENST00000915028.1;ENST00000915029.1;ENST00000941849.1;ENST00000941850.1,0,,Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,1
Q9GZW8,MS4A7_HUMAN,MS4A7,Membrane-spanning 4-domains subfamily A member 7,240,Membrane;,ENST00000300184.8;ENST00000358246.5;ENST00000534016.5;ENST00000899568.1;ENST00000899575.1,0,,Alternative splicing;Membrane;Proteomics identification;Receptor;Reference proteome;Transmembrane;Transmembrane helix,,4
Q9H2L4,TMM60_HUMAN,TMEM60,Transmembrane protein 60,133,Membrane;,ENST00000257663.4;ENST00000858200.1;ENST00000926858.1;ENST00000926859.1;ENST00000926860.1;ENST00000968240.1,0,,Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,4
Q9NRQ5,SMCO4_HUMAN,SMCO4,Single-pass membrane and coiled-coil domain-containing protein 4,59,Membrane;,ENST00000298966.7;ENST00000525141.1;ENST00000527149.5;ENST00000888171.1;ENST00000888172.1;ENST00000888173.1;ENST00000888174.1;ENST00000888175.1;ENST00000888176.1;ENST00000888177.1;ENST00000888178.1;ENST00000888179.1;ENST00000888180.1;ENST00000888181.1;ENST00000888182.1;ENST00000888183.1;ENST00000888184.1;ENST00000888185.1;ENST00000888186.1;ENST00000888187.1;ENST00000888188.1;ENST00000888189.1;ENST00000888190.1;ENST00000888191.1;ENST00000888192.1;ENST00000888193.1;ENST00000888194.1;ENST00000888195.1;ENST00000888196.1;ENST00000888197.1;ENST00000888198.1;ENST00000888199.1;ENST00000934129.1;ENST00000934130.1;ENST00000934131.1;ENST00000947544.1;ENST00000947545.1;ENST00000947546.1;ENST00000947547.1;ENST00000947548.1;ENST00000947549.1;ENST00000947550.1;ENST00000947551.1;ENST00000947552.1,0,,Coiled coil;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,1
Q9NWD8,TM248_HUMAN,TMEM248,Transmembrane protein 248,314,Membrane;,ENST00000341567.8;ENST00000433271.6;ENST00000885222.1;ENST00000885223.1;ENST00000885225.1;ENST00000885226.1;ENST00000885227.1;ENST00000885228.1;ENST00000885230.1;ENST00000885231.1;ENST00000885232.1;ENST00000885233.1;ENST00000885234.1;ENST00000885235.1;ENST00000885236.1;ENST00000885237.1;ENST00000926665.1;ENST00000926668.1;ENST00000926669.1;ENST00000926670.1;ENST00000961463.1,0,,Alternative splicing;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,4
Q9P0X4,CAC1I_HUMAN,CACNA1I,Voltage-dependent T-type calcium channel subunit alpha-1I,2223,Membrane;,ENST00000401624.5;ENST00000402142.4;ENST00000404898.5;ENST00000407673.5,0,,3D-structure;Alternative splicing;Calcium;Calcium channel;Calcium transport;Disease variant;Glycoprotein;Intellectual disability;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel,Neurodevelopmental disorder with speech impairment and with or without seizures;,24
Q9UHQ9,NB5R1_HUMAN,CYB5R1,NADH-cytochrome b5 reductase 1,305,Membrane;,ENST00000367249.9,9,96:FAD;97:FAD;98:FAD;113:FAD;115:FAD;130:FAD;131:FAD;132:FAD;189:FAD,Direct protein sequencing;FAD;Flavoprotein;Lipid biosynthesis;Lipid metabolism;Membrane;NAD;Oxidoreductase;Proteomics identification;Reference proteome;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transmembrane;Transmembrane helix,,1
Q9UL19,PLAT4_HUMAN,PLAAT4,Phospholipase A and acyltransferase 4,164,Membrane;,ENST00000255688.8;ENST00000439013.6;ENST00000718309.1;ENST00000918724.1;ENST00000918725.1;ENST00000918726.1,0,,3D-structure;Alternative splicing;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix,,1
Q9Y2I9,TBC30_HUMAN,TBC1D30,TBC1 domain family member 30,924,Cell membrane;,ENST00000539867.6;ENST00000542120.6;ENST00000674237.1;ENST00000674281.1,0,,Alternative splicing;Cell membrane;Membrane;Phosphoprotein;Proteomics identification;Reference proteome,,0
Q9Y4D8,HECD4_HUMAN,HECTD4,Probable E3 ubiquitin-protein ligase HECTD4,3996,Membrane;,,0,,Alternative splicing;Disease variant;Intellectual disability;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Ubl conjugation pathway,"Neurodevelopmental disorder with seizures, spasticity, and complete or partial agenesis of the corpus callosum;",1
Q9Y691,KCMB2_HUMAN,KCNMB2,Calcium-activated potassium channel subunit beta-2,235,Membrane;,ENST00000358316.7;ENST00000420517.6;ENST00000432997.5;ENST00000452583.6;ENST00000614557.1;ENST00000894538.1,0,,3D-structure;Glycoprotein;Ion channel;Ion transport;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,,2
Q9Y2K9,STB5L_HUMAN,STXBP5L,Syntaxin-binding protein 5-like,1186,Cytoplasm; Cell membrane; Membrane;,ENST00000273666.10;ENST00000461772.5;ENST00000707001.1,0,,Acetylation;Alternative splicing;Cell membrane;Coiled coil;Cytoplasm;Exocytosis;Membrane;Methylation;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Repeat;Transport;Ubl conjugation;WD repeat,,0
P11836,CD20_HUMAN,MS4A1,B-lymphocyte antigen CD20,297,Cell membrane; Cell membrane;,ENST00000345732.9;ENST00000389939.2;ENST00000528313.1;ENST00000534668.6;ENST00000674194.1;ENST00000904594.1;ENST00000966396.1,0,,3D-structure;Alternative splicing;B-cell activation;Cell membrane;Disulfide bond;Lipoprotein;Membrane;Palmitate;Pharmaceutical;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,"Immunodeficiency, common variable, 5;",4
P55073,IOD3_HUMAN,DIO3,Thyroxine 5-deiodinase,304,Cell membrane; Endosome membrane;,ENST00000510508.5,0,,Cell membrane;Endosome;Membrane;Oxidoreductase;Proteomics identification;Reference proteome;Selenocysteine;Signal-anchor;Thyroid hormones biosynthesis;Transmembrane;Transmembrane helix,,1
Q8TCT6,SPPL3_HUMAN,SPPL3,Signal peptide peptidase-like 3,384,Endoplasmic reticulum membrane; Golgi apparatus; Membrane;,ENST00000353487.7,0,,Alternative splicing;Endoplasmic reticulum;Golgi apparatus;Hydrolase;Membrane;Protease;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,9
O75165,DJC13_HUMAN,DNAJC13,DnaJ homolog subfamily C member 13,2243,Early endosome; Early endosome membrane; Endosome membrane;,ENST00000260818.11,0,,Acetylation;Chaperone;Disease variant;Endosome;Membrane;Neurodegeneration;Parkinson disease;Parkinsonism;Protein transport;Proteomics identification;Reference proteome;Transport,Parkinson disease;,0
P20916,MAG_HUMAN,MAG,Myelin-associated glycoprotein,626,Cell membrane; Membrane raft;,ENST00000361922.8;ENST00000392213.8;ENST00000537831.2;ENST00000872031.1;ENST00000872033.1;ENST00000872036.1;ENST00000918346.1;ENST00000946899.1,3,65:a ganglioside GT1b (d18:1(4E));118:a ganglioside GT1b (d18:1(4E));124:a ganglioside GT1b (d18:1(4E)),Alternative splicing;Cell adhesion;Cell membrane;Disease variant;Disulfide bond;Glycoprotein;Hereditary spastic paraplegia;Immunoglobulin domain;Lectin;Lipid-binding;Lipoprotein;Membrane;Neurodegeneration;Palmitate;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Signal;Transmembrane;Transmembrane helix;Ubl conjugation,"Spastic paraplegia 75, autosomal recessive;",1
Q96D53,COQ8B_HUMAN,COQ8B,"Atypical kinase COQ8B, mitochondrial",544,"Mitochondrion membrane; Cytoplasm, cytosol; Cell membrane;",ENST00000243583.10;ENST00000324464.8;ENST00000594720.6;ENST00000601967.6;ENST00000677018.1;ENST00000678404.1;ENST00000678419.1;ENST00000678467.1;ENST00000679130.1;ENST00000871645.1;ENST00000871646.1;ENST00000871647.1;ENST00000871649.1;ENST00000871650.1;ENST00000871651.1;ENST00000871652.1;ENST00000871653.1;ENST00000871655.1;ENST00000871660.1;ENST00000871661.1;ENST00000871662.1;ENST00000915176.1;ENST00000915177.1;ENST00000946424.1,5,219:ATP;237:ATP;324:ATP;372:ATP;386:ATP,Alternative splicing;ATP-binding;Cell membrane;Cytoplasm;Disease variant;Kinase;Membrane;Mitochondrion;Nucleotide-binding;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix,Nephrotic syndrome 9;,1
Q6UW60,PCSK4_HUMAN,PCSK4,Proprotein convertase subtilisin/kexin type 4,755,"Membrane; Cytoplasmic vesicle, secretory vesicle, acrosome membrane;",ENST00000300954.10,0,,Alternative splicing;Cleavage on pair of basic residues;Cytoplasmic vesicle;Glycoprotein;Hydrolase;Membrane;Protease;Proteomics identification;Reference proteome;Serine protease;Signal;Transmembrane;Transmembrane helix;Zymogen,,1
Q8WUX1,S38A5_HUMAN,SLC38A5,Sodium-coupled neutral amino acid transporter 5,472,Cell membrane;,ENST00000595796.5;ENST00000619100.4;ENST00000620913.5;ENST00000875418.1;ENST00000875419.1;ENST00000875420.1;ENST00000875421.1;ENST00000875422.1;ENST00000875423.1;ENST00000925238.1,0,,Acetylation;Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,11
Q86UD5,SL9B2_HUMAN,SLC9B2,Sodium/hydrogen exchanger 9B2,537,"Cell membrane; Mitochondrion membrane; Endosome membrane; Recycling endosome membrane; Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Cell projection, cilium, flagellum membrane; Basolateral cell membrane; Apical cell membrane;",ENST00000362026.7;ENST00000394785.9;ENST00000890695.1,4,244:Na(+);275:Na(+);278:Na(+);279:Na(+),3D-structure;Alternative splicing;Antiport;Cell membrane;Cell projection;Cilium;Cytoplasmic vesicle;Endosome;Flagellum;Hydrogen ion transport;Ion transport;Membrane;Mitochondrion;Phosphoprotein;Proteomics identification;Reference proteome;Sodium;Sodium transport;Synapse;Transmembrane;Transmembrane helix;Transport,,14
Q5W0Z9,ZDH20_HUMAN,ZDHHC20,Palmitoyltransferase ZDHHC20,365,"Golgi apparatus membrane; Cell membrane; Cytoplasm, perinuclear region; Endoplasmic reticulum membrane; Endoplasmic reticulum-Golgi intermediate compartment membrane;",ENST00000320220.13;ENST00000382466.7;ENST00000400590.8;ENST00000415724.2,10,128:Zn(2+);131:Zn(2+);135:substrate;140:substrate;141:Zn(2+);142:Zn(2+);145:Zn(2+);148:Zn(2+);155:Zn(2+);162:Zn(2+),3D-structure;Acyltransferase;Alternative splicing;Cell membrane;Cytoplasm;Endoplasmic reticulum;Golgi apparatus;Host-virus interaction;Lipoprotein;Membrane;Metal-binding;Palmitate;Phosphoprotein;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix;Zinc,,4
Q9UPY5,XCT_HUMAN,SLC7A11,Cystine/glutamate transporter,501,"Cell membrane; Lysosome membrane; Cell projection, microvillus membrane;",ENST00000280612.9,2,135:L-glutamate;244:L-glutamate,3D-structure;Amino-acid transport;Cell membrane;Cell projection;Disulfide bond;Glycoprotein;Lysosome;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport;Ubl conjugation,,12
O14764,GBRD_HUMAN,GABRD,Gamma-aminobutyric acid receptor subunit delta,452,Cell membrane;,ENST00000378585.7,0,,3D-structure;Cell membrane;Chloride;Chloride channel;Disease variant;Disulfide bond;Epilepsy;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Transport,"Generalized epilepsy with febrile seizures plus 5; Epilepsy, idiopathic generalized 10;",4
O15374,MOT5_HUMAN,SLC16A4,Probable monocarboxylate transporter 5,487,Cell membrane;,ENST00000369779.9;ENST00000369781.8;ENST00000437429.6;ENST00000472422.6;ENST00000541986.5;ENST00000855890.1,0,,Alternative splicing;Cell membrane;Membrane;Proteomics identification;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport,,12
O15529,GPR42_HUMAN,GPR42,G protein-coupled receptor 42,346,Cell membrane;,ENST00000454971.3;ENST00000597214.1,0,,Cell membrane;G protein-coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,,7
O15552,FFAR2_HUMAN,FFAR2,Free fatty acid receptor 2,330,Cell membrane;,ENST00000246549.2;ENST00000599180.3,0,,3D-structure;Cell membrane;G protein-coupled receptor;Glycoprotein;Immunity;Inflammatory response;Lipid-binding;Membrane;Proteomics identification;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,,7
O43614,OX2R_HUMAN,HCRTR2,Orexin receptor type 2,444,Cell membrane;,ENST00000370862.4;ENST00000615358.4,1,324:suvorexant,3D-structure;Cell membrane;Disulfide bond;G protein-coupled receptor;Glycoprotein;Membrane;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,,7
O75355,ENTP3_HUMAN,ENTPD3,Ectonucleoside triphosphate diphosphohydrolase 3,529,Cell membrane;,ENST00000301825.8;ENST00000445129.1;ENST00000456402.5,39,65:ADP;65:AMP;65:ATP;65:GTP;65:phosphate;65:UTP;66:ADP;66:AMP;66:ATP;66:GTP;66:UTP;139:ADP;139:ATP;139:GTP;139:phosphate;139:UTP;222:ADP;222:AMP;222:ATP;222:GTP;222:phosphate;222:UTP;223:ADP;223:ATP;223:GTP;223:phosphate;223:UTP;224:ADP;224:ATP;224:phosphate;224:UTP;264:AMP;264:ATP;264:GTP;264:UTP;375:AMP;421:ADP;421:AMP;421:GTP,Alternative splicing;ATP-binding;Calcium;Cell membrane;Disulfide bond;Glycoprotein;GTP-binding;Hydrolase;Magnesium;Membrane;Nucleotide-binding;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,2
P05496,AT5G1_HUMAN,ATP5MC1,"ATP synthase F(0) complex subunit C1, mitochondrial",136,Mitochondrion membrane;,ENST00000355938.9;ENST00000393366.7;ENST00000873688.1;ENST00000938818.1;ENST00000938820.1;ENST00000938826.1,0,,3D-structure;CF(0);Hydrogen ion transport;Ion transport;Lipid-binding;Membrane;Methylation;Mitochondrion;Proteomics identification;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix;Transport,,2
P11049,CD37_HUMAN,CD37,Leukocyte antigen CD37,281,Cell membrane;,ENST00000323906.9;ENST00000426897.6;ENST00000598095.5,0,,Alternative splicing;Cell membrane;Glycoprotein;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,,4
P13637,AT1A3_HUMAN,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3,1013,Cell membrane;,ENST00000543770.5;ENST00000545399.6;ENST00000648268.1,12,366:Mg(2+);368:Mg(2+);440:ADP;443:ADP;472:ADP;474:ADP;541:ADP;607:ADP;608:ADP;609:ADP;707:Mg(2+);711:Mg(2+),3D-structure;Alternative splicing;ATP-binding;Cell membrane;Deafness;Disease variant;Dystonia;Epilepsy;Intellectual disability;Ion transport;Magnesium;Membrane;Metal-binding;Nucleotide-binding;Parkinsonism;Phosphoprotein;Potassium;Potassium transport;Proteomics identification;Reference proteome;Sodium;Sodium transport;Sodium/potassium transport;Translocase;Transmembrane;Transmembrane helix;Transport,"Dystonia 12; Alternating hemiplegia of childhood 2; Cerebellar ataxia, areflexia, pes cavus, optic atrophy, and sensorineural hearing loss; Developmental and epileptic encephalopathy 99;",10
P21731,TA2R_HUMAN,TBXA2R,Thromboxane A2 receptor,343,Cell membrane;,ENST00000375190.10;ENST00000411851.3;ENST00000882306.1;ENST00000882307.1;ENST00000882308.1,0,,3D-structure;Alternative splicing;Cell membrane;Direct protein sequencing;Disease variant;Disulfide bond;G protein-coupled receptor;Glycoprotein;Membrane;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,"Bleeding disorder, platelet-type, 13;",7
P22460,KCNA5_HUMAN,KCNA5,Potassium voltage-gated channel subfamily A member 5,613,Cell membrane;,ENST00000252321.5,0,,Alternative splicing;Atrial fibrillation;Cell membrane;Ion channel;Ion transport;Isopeptide bond;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Potassium;Potassium channel;Potassium transport;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport;Ubl conjugation;Voltage-gated channel,"Atrial fibrillation, familial, 7;",6
P22888,LSHR_HUMAN,LHCGR,Lutropin-choriogonadotropic hormone receptor,699,Cell membrane;,ENST00000294954.12,0,,3D-structure;Alternative splicing;Cell membrane;Disease variant;Disulfide bond;G protein-coupled receptor;Glycoprotein;Leucine-rich repeat;Lipoprotein;Membrane;Palmitate;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Sulfation;Transducer;Transmembrane;Transmembrane helix,Familial male precocious puberty; Luteinizing hormone resistance;,7
P25021,HRH2_HUMAN,HRH2,Histamine H2 receptor,359,Cell membrane;,ENST00000377291.2,0,,3D-structure;Alternative splicing;Cell membrane;Disulfide bond;G protein-coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Proteomics identification;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,,7
P25100,ADA1D_HUMAN,ADRA1D,Alpha-1D adrenergic receptor,572,Cell membrane;,ENST00000379453.6,2,176:(R)-adrenaline;258:(R)-adrenaline,Cell membrane;G protein-coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,,7
P28566,5HT1E_HUMAN,HTR1E,5-hydroxytryptamine receptor 1E,365,Cell membrane;,ENST00000305344.7;ENST00000962028.1;ENST00000962029.1;ENST00000962030.1;ENST00000962031.1,2,102:serotonin;106:serotonin,3D-structure;Cell membrane;Disulfide bond;G protein-coupled receptor;Glycoprotein;Membrane;Proteomics identification;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,,7
P30518,V2R_HUMAN,AVPR2,Vasopressin V2 receptor,371,Cell membrane;,ENST00000337474.5;ENST00000370049.1;ENST00000646375.2;ENST00000881289.1;ENST00000881291.1,0,,3D-structure;Alternative splicing;Cell membrane;Diabetes insipidus;Disease variant;Disulfide bond;G protein-coupled receptor;Glycoprotein;Lipoprotein;Membrane;Palmitate;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Transducer;Transmembrane;Transmembrane helix,"Nephrogenic syndrome of inappropriate antidiuresis; Diabetes insipidus, nephrogenic, 1, X-linked;",7
