uniprot_id,gene,protein_name,length,n_transmem,stratum,mean_plddt,frac_plddt70,n_surface_nuc,pocket_id,pocket_volume,n_tyr_8A,n_cys_8A,n_ser_8A,n_thr_8A,n_lys_8A,n_tyr_10A,n_cys_10A,n_ser_10A,n_thr_10A,n_lys_10A,best_nucleophile_type,best_nuc_dist,best_nuc_sasa,best_nuc_plddt,cancer_expression,cancer_high,cancer_specificity,cancer_distribution,max_frac_high,n_prognostic_significant,uniprot_cancer_annotation
Q9Y5Y6,ST14,Suppressor of tumorigenicity 14 protein,855,1,S1_cancer_TM,80.85,0.8094,167.0,1,604.1,1,0,1,0,1,1,1,1,1,2,TYR,5.0,28.68,71.81,0.0,False,Low cancer specificity,Detected in all,0.4166666666666667,31.0,True
Q9Y5Y6,ST14,Suppressor of tumorigenicity 14 protein,855,1,S1_cancer_TM,80.85,0.8094,167.0,2,465.8,0,0,0,0,0,0,0,0,1,1,THR,8.74,46.01,74.44,0.0,False,Low cancer specificity,Detected in all,0.4166666666666667,31.0,True
Q9Y5Y6,ST14,Suppressor of tumorigenicity 14 protein,855,1,S1_cancer_TM,80.85,0.8094,167.0,3,246.4,0,0,0,0,1,0,0,0,0,1,LYS,6.38,203.48,36.09,0.0,False,Low cancer specificity,Detected in all,0.4166666666666667,31.0,True
Q9Y644,RFNG,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",331,1,S3_singleTM,87.41,0.7915,45.0,1,570.4,0,0,0,0,0,0,0,1,0,0,SER,8.25,44.17,87.88,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y644,RFNG,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",331,1,S3_singleTM,87.41,0.7915,45.0,2,421.9,0,0,0,1,0,0,0,0,1,1,THR,4.84,17.55,97.12,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y644,RFNG,"Beta-1,3-N-acetylglucosaminyltransferase radical fringe",331,1,S3_singleTM,87.41,0.7915,45.0,3,283.5,0,2,0,0,1,1,2,0,1,2,TYR,8.3,41.56,96.75,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y694,SLC22A7,Solute carrier family 22 member 7,548,12,S4_multiTM,85.03,0.8905,74.0,1,3321.0,0,0,1,2,0,0,0,1,2,0,THR,5.65,73.06,81.62,164.0,True,Cancer enriched,Detected in some,0.3333333333333333,5.0,False
Q9Y694,SLC22A7,Solute carrier family 22 member 7,548,12,S4_multiTM,85.03,0.8905,74.0,2,2183.6,0,0,1,1,1,0,2,2,1,2,SER,5.39,32.5,84.25,164.0,True,Cancer enriched,Detected in some,0.3333333333333333,5.0,False
Q9Y694,SLC22A7,Solute carrier family 22 member 7,548,12,S4_multiTM,85.03,0.8905,74.0,3,1063.1,1,0,1,0,0,1,0,1,1,0,TYR,6.87,177.39,81.31,164.0,True,Cancer enriched,Detected in some,0.3333333333333333,5.0,False
Q9Y6I8,PXMP4,Peroxisomal membrane protein 4,212,2,S4_multiTM,91.82,0.967,41.0,1,2025.0,1,0,1,0,0,1,0,2,0,0,TYR,1.51,121.06,95.38,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9Y6I8,PXMP4,Peroxisomal membrane protein 4,212,2,S4_multiTM,91.82,0.967,41.0,2,644.6,0,0,2,1,0,0,0,3,1,1,SER,4.85,42.14,91.12,0.0,False,Low cancer specificity,Detected in all,0.2727272727272727,31.0,False
Q9Y6M5,SLC30A1,Proton-coupled zinc antiporter SLC30A1,507,6,S4_multiTM,67.4,0.5345,92.0,1,17006.6,0,0,0,3,0,1,0,0,3,1,TYR,9.64,25.02,89.94,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,False
Q9Y6M5,SLC30A1,Proton-coupled zinc antiporter SLC30A1,507,6,S4_multiTM,67.4,0.5345,92.0,2,1194.8,0,0,1,0,0,0,1,1,0,0,SER,5.83,30.61,93.38,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,False
Q9Y6M5,SLC30A1,Proton-coupled zinc antiporter SLC30A1,507,6,S4_multiTM,67.4,0.5345,92.0,3,270.0,0,0,0,0,1,0,0,0,0,2,LYS,5.73,205.54,38.88,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,False
Q9Y6M9,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,179,0,S5_peripheral,95.74,0.9832,41.0,1,536.6,1,0,0,1,0,3,1,0,1,1,TYR,2.91,117.63,98.25,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y6M9,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,179,0,S5_peripheral,95.74,0.9832,41.0,2,506.2,1,0,0,0,2,1,0,0,0,4,TYR,5.34,47.6,98.62,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q9Y6M9,NDUFB9,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,179,0,S5_peripheral,95.74,0.9832,41.0,3,411.8,0,0,0,0,0,1,0,0,0,1,TYR,9.6,149.52,91.31,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
